report_month,project_code,original_cost,expenditure,expenditure_ratio,physical_progress,previous_progress,progress_change,progress_velocity,previous_expenditure,expenditure_change,expenditure_velocity,previous_observations,months_observed,days_since_first_report,has_physical_progress,has_expenditure,has_original_cost,state,sector,ministry_final,agency_final,start_date,original_doc,future_time_delay
2025-07-01,701406,1402.0,1839.76,131.22396576319545,100.0,100.0,0.0,0.0,1839.76,0.0,0.0,1,2,150,1,1,1,Telangana,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,,,1
2025-11-01,701406,1402.0,1839.76,131.22396576319545,100.0,100.0,0.0,0.0,1839.76,0.0,0.0,4,5,273,1,1,1,Telangana,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,,,1
2025-12-01,701406,1402.0,1839.76,131.22396576319545,100.0,100.0,0.0,0.0,1839.76,0.0,0.0,5,6,303,1,1,1,Telangana,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,,,1
2026-05-01,701406,1402.0,1839.76,131.22396576319545,100.0,100.0,0.0,0.0,1839.76,0.0,0.0,6,7,454,1,1,1,Telangana,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,01/2008,,1
2025-02-01,702639,10773.0,12330.27,114.45530492898914,99.0,,,,,,,0,1,0,1,1,1,Gujarat,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],11/2014,,1
2025-07-01,702639,10773.0,11857.91,110.07063956186762,99.34,99.0,0.3400000000000034,0.0022666666666666,12330.27,-472.3600000000006,-3.1490666666666707,1,2,150,1,1,1,Gujarat,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],,,1
2025-11-01,702639,10773.0,12216.37,113.39803211733036,99.0,99.0,0.0,0.0,12212.92,3.450000000000728,0.1112903225806686,4,5,273,1,1,1,Gujarat,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],,,1
2025-12-01,702639,10773.0,12266.48,113.86317645966768,99.0,99.0,0.0,0.0,12216.37,50.10999999999876,1.670333333333292,5,6,303,1,1,1,Gujarat,Urban Public Transport,Ministry of Housing & Urban Affairs,Gujarat Metro Rail Corporation Limited [GMRCL],,,1
2025-02-01,702735,213.19,168.14,78.86861485060275,91.0,,,,,,,0,1,0,1,1,1,Haryana,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,03/2017,,1
2025-11-01,702735,213.19,168.14,78.86861485060275,91.0,91.0,0.0,0.0,1430.38,-1262.2400000000002,-40.71741935483872,3,4,273,1,1,1,Haryana,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-02-01,702764,174.96,93.18,53.25788751714677,65.0,,,,,,,0,1,0,1,1,1,Karnataka,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,11/2016,,1
2025-11-01,702764,174.96,93.18,53.25788751714677,65.0,65.0,0.0,0.0,923.02,-829.8399999999999,-26.769032258064517,3,4,273,1,1,1,Karnataka,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-02-01,702798,362.31,324.79,89.6442273191466,96.0,,,,,,,0,1,0,1,1,1,Madhya Pradesh,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,10/2018,,1
2025-11-01,702798,362.31,322.31,88.95973061742707,93.0,93.0,0.0,0.0,2930.96,-2608.65,-84.15,3,4,273,1,1,1,Madhya Pradesh,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-02-01,702840,204.55,186.13,90.9948667807382,99.0,,,,,,,0,1,0,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,11/2016,,1
2025-11-01,702840,204.55,186.13,90.9948667807382,99.0,99.0,0.0,0.0,1765.97,-1579.84,-50.962580645161296,3,4,273,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-12-01,702840,204.55,186.13,90.9948667807382,99.0,99.0,0.0,0.0,186.13,0.0,0.0,4,5,303,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-02-01,702851,235.95,184.98,78.39796567069294,95.0,,,,,,,0,1,0,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,03/2017,,1
2025-11-01,702851,235.95,184.98,78.39796567069294,92.0,92.0,0.0,0.0,1901.3,-1716.32,-55.365161290322575,3,4,273,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-12-01,702851,235.95,184.98,78.39796567069294,95.0,92.0,3.0,0.1,184.98,0.0,0.0,4,5,303,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2026-05-01,702851,235.95,220.77,93.56643356643356,95.0,95.0,0.0,0.0,184.98,35.79000000000002,0.237019867549669,5,6,454,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,07/2017,,1
2025-02-01,702854,180.24,166.32,92.27696404793608,98.0,,,,,,,0,1,0,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,03/2017,,1
2025-11-01,702854,180.24,155.01,86.00199733688414,91.0,91.0,0.0,0.0,1442.29,-1287.28,-41.52516129032258,3,4,273,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-12-01,702854,180.24,155.01,86.00199733688414,91.0,91.0,0.0,0.0,155.01,0.0,0.0,4,5,303,1,1,1,Maharashtra,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-02-01,702948,235.73,221.27,93.86586348788867,100.0,,,,,,,0,1,0,1,1,1,Uttar Pradesh,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,03/2017,,1
2025-11-01,702948,235.73,205.84,87.32023925677682,87.0,87.0,0.0,0.0,1911.66,-1705.8200000000002,-55.02645161290323,3,4,273,1,1,1,Uttar Pradesh,Waste & Water,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,,,1
2025-02-01,705503,4027.53,5142.37,127.68048903422196,100.0,,,,,,,0,1,0,1,1,1,Maharashtra,Railways,Ministry of Railways,Central Railway,06/2016,,1
2025-07-01,705503,3627.0,6548.0,180.53487730907085,84.0,100.0,-16.0,-0.1066666666666666,5142.37,1405.63,9.370866666666668,1,2,150,1,1,1,Maharashtra,Railways,Ministry of Railways,Central Railway [CR] - II,,,1
2025-02-01,705635,1432.0,2851.29,199.11243016759775,52.0,,,,,,,0,1,0,1,1,1,"Multi-States (Kerala, Tamil Nadu)",Railways,Ministry of Railways,Southern Railway (SR) - I,08/2017,,1
2025-07-01,705635,1432.0,2451.0,171.159217877095,46.0,52.0,-6.0,-0.04,2851.29,-400.29,-2.6686,1,2,150,1,1,1,"Multi-States (Kerala, Tamil Nadu)",Railways,Ministry of Railways,SR-ERS,,,1
2025-11-01,705635,1432.0,2505.8,174.98603351955308,50.0,50.0,0.0,0.0,2505.8,0.0,0.0,4,5,273,1,1,1,"Multi-States (Kerala, Tamil Nadu)",Railways,Ministry of Railways,,,,1
2025-12-01,705635,1432.0,2554.26,178.3701117318436,51.0,50.0,1.0,0.0333333333333333,2505.8,48.46000000000004,1.6153333333333346,5,6,303,1,1,1,"Multi-States (Kerala, Tamil Nadu)",Railways,Ministry of Railways,,,,1
2025-02-01,707267,200.0,100.0,50.0,10.0,,,,,,,0,1,0,1,1,1,Gujarat,Waste & Water,Ministry of Housing & Urban Affairs,ministry of housing and urban affairs,07/2020,,1
2025-07-01,707267,200.0,100.0,50.0,10.0,10.0,0.0,0.0,100.0,0.0,0.0,1,2,150,1,1,1,Gujarat,Waste & Water,Ministry of Housing & Urban Affairs,Smart City Mission,,,1
2025-11-01,707267,200.0,100.0,50.0,10.0,10.0,0.0,0.0,100.0,0.0,0.0,4,5,273,1,1,1,Gujarat,Waste & Water,Ministry of Housing & Urban Affairs,ministry of housing and urban affairs,,,1
2025-02-01,709760,240.0,88.15,36.72916666666667,72.0,,,,,,,0,1,0,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,06/2024,,1
2025-07-01,709760,240.0,34.4,14.333333333333334,37.0,72.0,-35.0,-0.2333333333333333,88.15,-53.75000000000001,-0.3583333333333334,1,2,150,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,,,1
2025-11-01,709760,240.0,70.12,29.21666666666667,62.0,54.0,8.0,0.2580645161290322,44.87,25.250000000000007,0.8145161290322583,4,5,273,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,,,1
2025-12-01,709760,240.0,77.58,32.325,70.0,62.0,8.0,0.2666666666666666,70.12,7.459999999999994,0.2486666666666664,5,6,303,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Hindustan Petroleum Corporation Limited,,,1
2025-02-01,709766,1420.0,169.14,11.9112676056338,6.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,03/2022,,1
2025-07-01,709766,1420.0,162.47,11.441549295774648,6.0,6.0,0.0,0.0,169.14,-6.669999999999988,-0.0444666666666665,1,2,150,1,1,1,Andhra Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,,,1
2025-11-01,709766,1420.0,168.51,11.866901408450705,6.0,6.0,0.0,0.0,167.02,1.489999999999981,0.0480645161290316,4,5,273,1,1,1,Andhra Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,MinistryofPetroleumNaturalGas,,,1
2025-02-01,709782,165.0,94.37,57.1939393939394,88.0,,,,,,,0,1,0,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],08/2022,,1
2025-07-01,709782,165.0,89.94,54.50909090909091,72.0,88.0,-16.0,-0.1066666666666666,94.37,-4.430000000000007,-0.0295333333333333,1,2,150,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],,,1
2025-11-01,709782,165.0,94.28,57.13939393939395,79.0,78.0,1.0,0.032258064516129,94.21,0.0700000000000073,0.0022580645161292,4,5,273,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],,,1
2025-12-01,709782,165.0,96.61,58.551515151515154,83.0,79.0,4.0,0.1333333333333333,94.28,2.3299999999999983,0.0776666666666666,5,6,303,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Indian Oil Corporation Limited [IOCL],,,1
2025-02-01,709789,405.0,250.41,61.82962962962962,98.0,,,,,,,0,1,0,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],03/2023,,1
2025-07-01,709789,405.0,201.28,49.69876543209877,84.0,98.0,-14.0,-0.0933333333333333,250.41,-49.13,-0.3275333333333333,1,2,150,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],,,1
2025-11-01,709789,405.0,227.3,56.12345679012346,95.0,92.0,3.0,0.0967741935483871,214.5,12.800000000000011,0.412903225806452,4,5,273,1,1,1,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],,,1
2025-02-01,900808,3546.94,3476.0,97.99996616802088,99.0,,,,,,,0,1,0,1,1,1,"Multi-States (Andhra Pradesh, Telangana)",Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],11/2022,,1
2025-07-01,900808,3546.94,3121.3,87.99979700812531,94.0,99.0,-5.0,-0.0333333333333333,3476.0,-354.6999999999998,-2.3646666666666656,1,2,150,1,1,1,"Multi-States (Andhra Pradesh, Telangana)",Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-11-01,900808,3546.94,3404.59,95.98668147755532,98.0,97.0,1.0,0.032258064516129,3369.59,35.0,1.1290322580645162,4,5,273,1,1,1,"Multi-States (Andhra Pradesh, Telangana)",Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-12-01,900808,3546.94,3440.49,96.99882151939416,98.0,98.0,0.0,0.0,3404.59,35.89999999999964,1.1966666666666546,5,6,303,1,1,1,"Multi-States (Andhra Pradesh, Telangana)",Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
